Time, ,myLon,myLat,myAlt, , ,DiffLon,DiffLat,DiffAlt, , ,Lon,Lat,Alt
12/05/2017 11:48, ,35.20891710247724,32.10362051826385,692.3149935133721, , ,2.4772361939540133E-9,1.7361472259835864E-9,1.337207322649192E-8, , ,35.2089171,32.10362052,692.3149935
12/05/2017 11:50, ,35.20759021,32.10258799,693.1085203, , ,0.0,0.0,0.0, , ,35.20759021,32.10258799,693.1085203
12/05/2017 11:48, ,35.2097878218962,32.10342935602481,703.7913586945292, , ,1.896196977213549E-9,3.975188178628741E-9,5.4708380048396066E-9, , ,35.20978782,32.10342936,703.7913587
12/05/2017 11:50, ,35.20909923955859,32.103746910961036,704.0113727475386, , ,4.4141046373624704E-10,9.61037471824966E-10,5.2461359700828325E-8, , ,35.20909924,32.10374691,704.0113728
12/05/2017 11:48, ,35.20956653887613,32.103728102151,700.1157628634487, , ,1.1238654451517505E-9,2.1510047076844785E-9,3.655134150903905E-8, , ,35.20956654,32.1037281,700.1157629
12/05/2017 11:50, ,35.209700793452804,32.103212864568064,701.806489503467, , ,3.4528042647252732E-9,4.568065037346969E-9,3.4669938031584024E-9, , ,35.20970079,32.10321286,701.8064895
12/05/2017 11:48, ,35.209229883140004,32.10360082201434,698.6750113841404, , ,3.1400020361616043E-9,2.0143460233157384E-9,1.58596549226786E-8, , ,35.20922988,32.10360082,698.6750114
12/05/2017 11:48, ,35.20956284085975,32.10320934404529,705.5577683111765, , ,8.597567102697212E-10,5.954710502464877E-9,1.117643932957435E-8, , ,35.20956284,32.10320935,705.5577683
12/05/2017 11:48, ,35.20978696,32.1034255,702.0, , ,0.0,0.0,0.0, , ,35.20978696,32.1034255,702
12/05/2017 11:49, ,35.20968635867834,32.104436774438106,687.7056059552391, , ,1.3216592265052896E-9,4.4381067709764466E-9,4.4760895434592385E-8, , ,35.20968636,32.10443677,687.705606
12/05/2017 11:48, ,35.209171739967005,32.10394999053547,701.972652559293, , ,3.299760464869905E-11,5.354721110961691E-10,5.9293029153195675E-8, , ,35.20917174,32.10394999,701.9726525
12/05/2017 11:49, ,35.20925901162146,32.10419457453834,711.697061574783, , ,1.6214656284319062E-9,4.538343034710124E-9,2.5216991161869373E-8, , ,35.20925901,32.10419457,711.6970616
12/05/2017 11:48, ,35.20888243933792,32.103692811127644,704.1368201809523, , ,6.620766157539038E-10,1.1276455325059942E-9,1.9047661226068158E-8, , ,35.20888244,32.10369281,704.1368202
12/05/2017 11:48, ,35.20910015943532,32.10369608126276,700.1060634949678, , ,5.646754175359092E-10,1.2627623391381348E-9,5.032234184909612E-9, , ,35.20910016,32.10369608,700.1060635
12/05/2017 11:49, ,35.209206592142515,32.104187758254824,702.7140924532083, , ,2.1425137219921453E-9,1.7451782241550973E-9,4.679168341681361E-8, , ,35.20920659,32.10418776,702.7140925
12/05/2017 11:49, ,35.208997612326215,32.104034500933665,700.6224042519175, , ,2.3262174408955616E-9,9.336673656434868E-10,5.1917481869168114E-8, , ,35.20899761,32.1040345,700.6224042
12/05/2017 11:49, ,35.20895149112413,32.10453983200665,691.1593302534382, , ,1.1241354513913393E-9,2.0066508454874565E-9,5.343815701053245E-8, , ,35.20895149,32.10453983,691.1593302
12/05/2017 11:49, ,35.20815291512316,32.10352408716022,694.2804059636953, , ,5.123155233377474E-9,2.839783519448247E-9,3.630464107118314E-8, , ,35.20815291,32.10352409,694.280406
12/05/2017 11:49, ,35.2081809516676,32.10381208427757,697.3058758396181, , ,1.6676011682648095E-9,4.277573850686167E-9,6.038192168489331E-8, , ,35.20818095,32.10381208,697.3058759
12/05/2017 11:49, ,35.20927346818183,32.10427133896042,700.6134234300096, , ,3.9628181824014064E-5,5.048896042580964E-5,3.962127169990481, , ,35.20923384,32.10422085,704.5755506
12/05/2017 11:49, ,35.20946260194733,32.1043019016559,692.250724435678, , ,1.9473276324788458E-9,1.6558985294068407E-9,3.5677999221661594E-8, , ,35.2094626,32.1043019,692.2507244
12/05/2017 11:49, ,35.20917737800419,32.1039642653255,697.0445355539078, , ,1.9958079633397574E-9,5.325503593667236E-9,4.609216830431251E-8, , ,35.20917738,32.10396426,697.0445356
12/05/2017 11:49, ,35.209175654151196,32.104353993670635,696.60393386713, , ,5.848804107699834E-9,3.670635351227247E-9,3.28700480167754E-8, , ,35.20917566,32.10435399,696.6039339
12/05/2017 11:49, ,35.2097921842336,32.10337554882639,703.290849223868, , ,4.2335983607699745E-9,1.173610542082315E-9,2.3867983145464677E-8, , ,35.20979218,32.10337555,703.2908492
12/05/2017 11:50, ,35.20952091314472,32.10378098269188,703.7219338500114, , ,3.1447200399270514E-9,2.6918769435724244E-9,4.9988557293545455E-8, , ,35.20952091,32.10378098,703.7219339
12/05/2017 11:50, ,null,null,null, , ,0.0,0.0,0.0, , ,null,null,null
12/05/2017 11:50, ,35.20834041304165,32.10441189317916,696.5127074929778, , ,3.0416487106776913E-9,6.8208407810743665E-9,7.022208592388779E-9, , ,35.20834041,32.1044119,696.5127075
12/05/2017 11:50, ,35.209514198295935,32.1043744263654,701.1978056375232, , ,1.7040662214640179E-9,3.634596623669495E-9,3.752313659788342E-8, , ,35.2095142,32.10437443,701.1978056
12/05/2017 11:50, ,35.20896989553304,32.10382978306705,690.0027060206623, , ,4.466961911475664E-9,3.067050613481115E-9,2.066235538222827E-8, , ,35.2089699,32.10382978,690.002706
12/05/2017 11:49, ,35.20902697615401,32.10324026459969,702.6636561957623, , ,2.7149615400645644E-4,2.9109459968879037E-4,0.0037473957622751186, , ,35.20875548,32.10294917,702.6599088
