Time, ,myLon,myLat,myAlt, , ,DiffLon,DiffLat,DiffAlt, , ,Lon,Lat,Alt
12/05/2017 11:41, ,35.209753580788565,32.10386903145763,697.2851723057195, , ,7.885674335739168E-10,1.4576286844203423E-9,5.719471118936781E-9, , ,35.20975358,32.10386903,697.2851723
12/05/2017 11:44, ,35.2101501301552,32.10381478841561,704.1995384113295, , ,1.5519674434472108E-10,1.5843895084799442E-9,1.1329461813147645E-8, , ,35.21015013,32.10381479,704.1995384
12/05/2017 11:41, ,null,null,null, , ,0.0,0.0,0.0, , ,35.20732447,32.10252386,699.0872236
12/05/2017 11:44, ,35.21044402,32.10398654,705.104886, , ,0.001999299999994264,9.342299999985926E-4,3.617274699999939, , ,35.20844472,32.10305231,701.4876113
12/05/2017 11:41, ,35.209702478378794,32.10441531462333,693.2730147937685, , ,1.621202727619675E-9,4.6233310513343895E-9,6.2315166360349394E-9, , ,35.20970248,32.10441531,693.2730148
12/05/2017 11:33, ,35.21015558570661,32.10380268270192,701.8501699408505, , ,4.293390531984187E-9,2.7019169124287146E-9,4.085052296431968E-8, , ,35.21015559,32.10380268,701.8501699
12/05/2017 11:41, ,35.209249729999996,32.104229745000005,705.20201805, , ,7.105427357601002E-15,5.000003966415534E-9,5.000003966415534E-8, , ,35.20924973,32.10422974,705.2020181
12/05/2017 11:44, ,35.20996017855073,32.105211299091984,689.0628514450115, , ,1.4492727018478035E-9,9.080167728825472E-10,4.5011461224930827E-8, , ,35.20996018,32.1052113,689.0628514
12/05/2017 11:41, ,35.209179436167,32.103698558128414,699.5022970471924, , ,3.833001471775788E-9,1.871583776846819E-9,5.2807536121690646E-8, , ,35.20917944,32.10369856,699.5022971
12/05/2017 11:41, ,35.20942381838101,32.104213903032274,691.5251802504697, , ,1.6189858342841035E-9,3.0322766519930155E-9,5.0469679990783334E-8, , ,35.20942382,32.1042139,691.5251802
12/05/2017 11:41, ,35.20926997644502,32.10426076883226,703.8995995691287, , ,3.5549803101275756E-9,1.1677414590849367E-9,3.087131972279167E-8, , ,35.20926998,32.10426077,703.8995996
12/05/2017 11:33, ,35.209916143311744,32.10422092730493,699.8626591367014, , ,3.311747320822178E-9,2.695067280455987E-9,3.670140813483158E-8, , ,35.20991614,32.10422093,699.8626591
12/05/2017 11:33, ,35.2101265158357,32.103771741342385,701.2318888478733, , ,4.1643062331786496E-9,1.3423857581074117E-9,4.787329999089707E-8, , ,35.21012652,32.10377174,701.2318888
12/05/2017 11:33, ,35.20974527763712,32.103360020673406,699.8244551845123, , ,2.685376371189818E-4,8.947067340869808E-5,0.05808348451228085, , ,35.20947674,32.10327055,699.7663717
12/05/2017 11:33, ,null,null,null, , ,0.0,0.0,0.0, , ,35.20732447,32.10252386,699.0872236
12/05/2017 11:33, ,35.20995633583796,32.104099584450054,698.1878306529663, , ,4.162039601851575E-9,4.450050994364574E-9,5.2966356633987743E-8, , ,35.20995634,32.10409958,698.1878306
12/05/2017 11:47, ,35.20976729365543,32.103778640681014,703.8141210851757, , ,1.8622365543308206E-4,1.0034931898417199E-4,0.4153604851757109, , ,35.20958107,32.10387899,703.3987606
12/05/2017 11:47, ,35.20954602126541,32.103847433950556,707.1937609410847, , ,1.26541266354252E-9,3.950553661979939E-9,5.8915247791446745E-8, , ,35.20954602,32.10384743,707.193761
12/05/2017 11:47, ,35.209943345032364,32.10364557406088,700.5103347928401, , ,4.967638744801661E-9,4.060879632561409E-9,7.159883352869656E-9, , ,35.20994335,32.10364557,700.5103348
12/05/2017 11:36, ,35.20999181312686,32.104188403907834,696.4171755065972, , ,3.1268641009774E-9,3.907835832706041E-9,6.597247192985378E-9, , ,35.20999181,32.1041884,696.4171755
12/05/2017 11:47, ,35.2099675429075,32.104039952213476,702.9590418451037, , ,2.9074982421661844E-9,2.2134756250125065E-9,5.48963043911499E-8, , ,35.20996754,32.10403995,702.9590419
12/05/2017 11:36, ,35.21014099140888,32.10380810469223,700.1153811622725, , ,1.4088783473198419E-9,4.692225274993689E-9,6.227242010936607E-8, , ,35.21014099,32.1038081,700.1153811
12/05/2017 11:47, ,35.21002136830345,32.103885733419986,699.3579106841847, , ,1.696548679319676E-9,3.4199842957605142E-9,1.581531705596717E-8, , ,35.21002137,32.10388573,699.3579107
12/05/2017 11:36, ,35.21016707,32.10381301,708.0, , ,0.001601149999999052,7.233800000037149E-4,4.806603500000051, , ,35.20856592,32.10308963,703.1933965
12/05/2017 11:47, ,35.20991200737495,32.104224809684645,699.7406864454622, , ,2.6250432938468293E-9,3.1535307698504766E-10,4.5462229536497034E-8, , ,35.20991201,32.10422481,699.7406864

Total average Lon differnce: 1.6430101151769877E-4
Total average Lat differnce: 1.0609758852334987E-4
Total average Alt differnce: 0.4407168974293751
