MAC, ,myLon,myLat,myAlt, , ,DiffLon,DiffLat,DiffAlt, , ,Lon,Lat,Alt
58:70:c6:00:d0:f1, ,35.20997089823396,32.10577582622688,688.521735330273, , ,1.7660397588770138E-9,3.773116930005926E-9,3.02729858958628E-8, , ,35.2099709,32.10577583,688.5217353
a0:8c:fd:0a:24:56, ,35.209490677767306,32.10381187466318,703.5042377537143, , ,2.2326958060148172E-9,5.336822539447894E-9,4.628577698895242E-8, , ,35.20949068,32.10381188,703.5042378
48:ee:0c:3e:86:dd, ,35.20883676497095,32.10238354298297,689.4879837412518, , ,4.970949873950303E-9,2.982972091558622E-9,4.1251837501476984E-8, , ,35.20883676,32.10238354,689.4879837
b2:6c:ac:a0:18:29, ,35.20911580024808,32.103787136097495,687.9518351951255, , ,2.480788907632814E-10,3.902506762187841E-9,4.8745505409897305E-9, , ,35.2091158,32.10378714,687.9518352
f8:e9:03:12:ef:3b, ,35.20959198230233,32.104772098926865,689.4143707177218, , ,2.302328994119307E-9,1.0731326938184793E-9,1.772184532455867E-8, , ,35.20959198,32.1047721,689.4143707
f8:e9:03:12:ef:3c, ,35.20967931547516,32.10456801264497,689.8684136392158, , ,4.524842722730682E-9,2.6449669121575425E-9,3.921570623788284E-8, , ,35.20967932,32.10456801,689.8684136
e6:46:da:e4:84:c0, ,35.20808402,32.10473074,689.6319853, , ,0.0,0.0,0.0, , ,35.20808402,32.10473074,689.6319853
cc:fa:00:ae:93:46, ,35.20757686,32.1026346,692.0341048, , ,0.0,0.0,0.0, , ,35.20757686,32.1026346,692.0341048
c0:4a:00:71:ee:ee, ,35.2098071823292,32.10348809727732,699.2249391764587, , ,2.329201720385754E-9,2.7226789711676247E-9,2.3541247173852753E-8, , ,35.20980718,32.1034881,699.2249392
c2:6c:ac:a0:7b:4d, ,35.2099709798537,32.104717087971274,694.0521425857906, , ,3.096985370376615E-5,2.171797127203945E-5,0.37519671420932355, , ,35.20994001,32.10469537,694.4273393
10:be:f5:36:02:e2, ,35.21138727,32.10614939,688.8993666, , ,0.0,0.0,0.0, , ,35.21138727,32.10614939,688.8993666
70:5a:0f:57:42:43, ,35.20959776,32.10447804,687.0, , ,0.0,0.0,0.0, , ,35.20959776,32.10447804,687
ec:9b:f3:26:ab:3a, ,35.208211489317236,32.10280900771921,697.781901153432, , ,6.827605147918803E-10,7.719208383605292E-9,4.656794772017747E-8, , ,35.20821149,32.102809,697.7819012
c0:bd:d1:d5:8c:55, ,35.20921578,32.10312597,696.5, , ,0.0,0.0,0.0, , ,35.20921578,32.10312597,696.5

Total average Lon differnce: 3.95456465120312E-5
Total average Lat differnce: 3.661418251823534E-5
Total average Alt differnce: 0.42229366893258824
